sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1127154,18,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1127410,9,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1128393,33,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,1,0,1,1,0,0
1051516,82,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,1.0,0,0,0,0,1,0,0
1128591,42,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1130534,5,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,1,0,0,0
1051715,4,2.0,0,0,0,0,0,0,1,1,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1053950,0,1112518.5,0,0,0,0,1,1,1,3,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1132770,5,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1141087,20,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1054562,20,1112518.5,0,0,0,0,0,0,0,2,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1141767,2,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1156929,50,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,0,0,0
1157130,19,1112518.5,0,0,0,0,0,2,2,2,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1055673,10,1112518.5,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1157334,0,8.0,0,174,174,174,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1055821,48,1112518.5,0,0,0,0,0,0,0,0,8,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1158662,23,1112518.5,0,0,0,0,0,0,0,1,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1166209,3870,1112518.5,0,0,0,0,26,96,171,763,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1056218,2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
1174215,10,1112518.5,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1057603,3,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1177491,89,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1057852,26,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1058160,16,1112518.5,0,0,0,0,0,0,2,2,3,0,0,-99.0,-99.0,0,0,0,0,0,0,0
1058265,24,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1180136,0,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1058368,47,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0
1180289,6,1112518.5,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1180688,890,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1181323,20,1112518.5,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1183869,23,1112518.5,0,0,0,0,0,0,1,1,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1188666,2,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1208397,2,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,1,1,0,0
1211975,19,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1214111,6,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,0,0,0
1215996,0,1112518.5,0,0,0,0,0,0,0,0,3,0,0,-99.0,-99.0,0,0,0,0,0,0,0
1216977,49,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1060534,0,1112518.5,0,0,0,0,0,0,0,8,3,0,0,-99.0,-99.0,0,0,0,0,0,0,0
1060585,6,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1060788,1,9.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1217629,163,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,1,1,0,0
1218378,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.66,0,0,0,0,1,0,0
1218575,185,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,0,0,0
1219165,7,1112518.5,0,0,0,0,0,0,1,1,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1061567,26,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1220808,64,1112518.5,0,0,0,0,0,10,11,11,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1221415,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.89,0,1,0,0,1,0,0
1062032,113,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1062234,2,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,0,0,1,1,0,0
1062797,15,8.0,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1225137,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.84,0,1,0,0,1,0,0
1226726,0,8.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.98,0,0,0,0,1,0,0
1063838,32,2.0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.6,0,0,0,0,1,0,0
1063988,14,9.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1,0,0
1235137,3,8.0,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,0,0,1,1,0,0
1064294,0,1112518.5,0,2,4,4,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1236537,46,1112518.5,0,0,0,0,0,4,19,35,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1237426,522,1112518.5,0,0,0,0,0,1,3,15,0,0,0,-99.0,-99.0,0,1,0,0,0,0,0
1064605,4,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1064969,2,1112518.5,0,0,0,0,0,1,1,1,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1065629,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,0,0,1,1,0,0
1065731,222,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1066194,2,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1066247,51,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,0,0,0,0,0,0
1067103,0,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1067203,5,8.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09,0,0,0,0,1,0,0
1067755,2,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1068264,0,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1068576,3,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1068628,10,1112518.5,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1068990,0,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111573,17303,8.0,0,0,0,0,0,102,177,304,29,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1111574,763,8.0,0,0,0,0,31,133,354,598,58,0,0,1.0,1.0,0,0,0,0,1,0,0
1111575,62,8.0,0,0,0,0,0,2,7,7,0,0,0,1.0,1.0,0,1,0,0,1,0,0
1111576,40,1112518.5,0,0,0,0,0,2,6,11,4,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111577,59,12.0,1,181,304,345,9,75,232,327,149,0,0,0.98,0.95,0,0,0,0,1,0,0
1111578,226,1112518.5,0,0,0,0,0,1,3,4,3,0,0,-99.0,-99.0,0,1,0,0,0,0,0
1111579,256,8.0,0,0,0,0,0,1,1,17,2,0,0,1.0,1.0,0,1,0,1,0,0,0
1111580,362,8.0,0,0,0,0,4,20,40,72,1,0,0,0.89,0.89,0,0,0,0,1,0,0
1111581,55,1112518.5,0,0,0,0,0,0,1,1,0,0,0,-99.0,-99.0,0,1,0,0,0,0,0
1111582,18,1112518.5,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,1,0,1,0,0,0
1111583,4044,12.0,39,0,0,0,47,141,270,573,110,0,0,0.93,0.88,0,0,0,0,1,0,0
1111584,835,8.0,0,0,0,0,6,6,6,41,5,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1111585,294,8.0,0,0,0,0,13,33,44,75,3,0,0,-99.0,0.0,0,0,0,1,1,0,0
1111586,1911,4.0,0,0,0,0,1,5,7,17,0,0,0,0.79,0.66,0,0,0,0,1,0,0
1111587,0,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1111588,114,8.0,0,0,0,0,13,17,37,70,0,0,0,0.79,0.66,0,0,0,0,1,0,0
1111589,246,8.0,0,0,70,132,0,0,0,0,0,0,0,0.92,0.97,0,0,0,0,1,0,0
1111590,6,8.0,0,0,0,2,0,1,4,9,0,0,0,0.81,0.8,0,0,0,0,1,0,0
1111591,302,8.0,0,0,0,0,24,70,117,181,32,0,0,0.78,0.73,0,0,0,0,1,0,0
1111592,12,8.0,0,0,0,0,0,0,0,2,0,0,0,0.6,0.54,0,0,0,0,1,0,0
1111593,28,8.0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.64,0,0,0,0,1,0,0
1111594,414,1112518.5,0,0,0,0,6,24,50,76,18,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111595,6,8.0,3,22,47,67,7,22,36,50,0,0,0,0.6,0.54,0,0,0,0,1,0,0
1111596,29,8.0,0,0,0,0,0,1,2,3,0,0,0,0.93,0.86,0,0,0,0,1,0,0
1111597,353,52.0,4,0,0,0,11,34,68,102,21,0,0,0.83,0.89,0,1,0,1,1,0,0
1111598,360,8.0,0,900,1440,1980,251,521,960,1363,159,0,0,1.0,1.0,0,0,0,0,1,0,0
1111599,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.93,0,0,0,0,1,0,0
1111600,231,1112518.5,0,0,0,0,0,5,10,21,2,0,0,-99.0,-99.0,0,1,0,1,1,0,0
1111601,4900,8.0,0,0,0,0,40,86,140,205,42,0,0,0.99,0.99,0,0,0,0,1,0,0
1111602,5,1112518.5,0,0,0,0,0,0,0,0,2,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111603,500,8.0,0,5000,5000,5000,159,740,1279,1998,422,0,0,0.91,0.8,0,0,0,0,1,0,0
1111604,113,1112518.5,0,0,0,0,4,18,37,52,3,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111605,6,1112518.5,0,0,0,0,4,53,107,153,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111606,1004,9.0,0,2520,3150,5040,12,911,1652,2596,28,0,0,0.7,0.88,0,0,0,0,1,0,0
1111607,664,1112518.5,0,0,0,0,2,5,14,20,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111608,11,1112518.5,0,0,0,0,0,1,4,4,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111609,39,8.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1,0,0
1111610,19,8.0,0,0,0,0,1,2,6,8,1,0,0,0.98,0.97,0,0,0,0,1,0,0
1111611,278,8.0,0,0,0,0,7,37,85,129,23,0,0,0.96,0.83,0,0,0,0,1,0,0
1111612,85,12.0,0,0,0,0,7,15,25,46,8,0,0,0.93,0.88,0,0,0,0,1,0,0
1111613,0,17.0,2,1,4,7,2,4,8,9,0,0,0,0.79,0.83,0,0,0,0,1,0,0
1111614,15,12.0,0,2,18,34,1,3,7,12,0,0,0,0.82,0.79,0,0,0,0,1,0,0
1111615,4,8.0,0,0,0,0,0,0,0,1,0,0,0,0.48,0.53,0,0,0,0,1,0,0
1111616,6,12.0,0,0,0,0,2,3,11,13,0,0,0,0.87,0.68,0,0,0,0,1,0,0
1111617,945,8.0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.96,0,0,0,0,1,0,0
1111618,18,12.0,0,10,20,40,2,9,21,34,1,0,0,0.47,0.39,0,0,0,0,1,0,0
1111619,46,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,0,0,0
1111620,1,8.0,1,1,1,1,0,1,1,1,0,0,0,0.98,0.95,0,0,0,0,1,0,0
1111621,139,8.0,0,0,0,39,10,40,92,169,21,0,0,0.85,0.87,0,0,0,0,1,0,0
1111622,117,8.0,80,0,150,225,20,49,118,186,36,0,0,0.83,0.89,0,0,0,0,1,0,0
1111623,0,8.0,0,2,3,5,0,3,3,3,2,0,0,0.68,0.58,0,0,0,1,1,0,1
1111624,36,8.0,3,0,0,0,4,9,22,32,1,0,0,1.0,0.99,0,0,0,0,1,0,0
1111625,305,8.0,0,0,0,0,2,6,12,41,2,0,0,0.85,0.82,0,0,0,0,1,0,0
1111626,519,1112518.5,0,0,0,0,1,5,13,15,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111627,814,8.0,0,0,0,0,0,0,0,16,6,0,0,0.98,0.91,0,1,0,0,1,0,0
1111628,8,12.0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.81,0,0,0,0,1,0,0
1111629,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
1111630,12776,8.0,0,15000,30000,40000,4568,12494,24591,42341,3862,0,0,0.99,0.99,0,0,0,0,1,0,0
1111631,115,13.0,0,175,175,175,0,12,52,109,9,0,0,1.0,0.93,0,0,0,0,1,0,0
1111632,48,9.0,0,0,0,0,0,10,11,16,0,0,0,0.91,0.74,0,0,0,1,1,0,0
1111633,16,4.0,0,0,0,0,0,0,1,3,0,0,0,0.77,0.8,0,0,0,0,1,0,0
1111634,109,1112518.5,0,0,0,0,1,3,5,5,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111635,2690,8.0,0,0,0,0,0,1,1,3,1,0,0,1.0,1.0,0,0,0,1,1,0,0
1111636,11,1112518.5,0,0,0,0,9,12,17,21,1,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1111637,594,2.0,0,400,800,1200,139,437,834,11172,200,0,0,0.62,0.56,0,0,0,0,1,0,0
1111638,2403,2.0,0,0,0,0,2,7,32,39,0,0,0,1.0,0.99,0,0,0,0,1,0,0
1111639,9,12.0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.72,0,1,0,0,1,0,0
1111640,1220,8.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
1111788,12,0.0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,1,0,0
1111641,36,12.0,0,0,0,0,2,2,2,14,6,0,0,0.82,0.79,0,1,0,0,1,0,0
1111642,289,6.0,0,0,50,175,47,92,379,459,111,0,0,0.82,0.79,0,0,0,1,1,0,0
1111643,59,8.0,3,0,0,0,4,10,31,51,8,0,0,0.88,0.92,0,0,0,0,1,0,0
1111644,4570,1112518.5,0,0,0,0,20,20,460,476,9,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111645,9,1112518.5,0,0,0,0,0,0,0,1,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111646,10,8.0,0,12,34,78,0,0,0,0,0,0,0,0.96,0.94,0,0,0,0,1,0,0
1111647,0,8.0,0,0,100,100,0,0,0,0,0,0,0,0.55,0.66,0,0,0,0,1,0,0
1111648,13,8.0,0,0,0,0,0,0,0,2,1,0,0,0.81,0.83,0,0,0,1,1,0,0
1111649,10,8.0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.94,0,0,0,0,1,0,0
1111650,110,8.0,0,0,0,0,2,10,22,29,3,0,0,1.0,0.95,0,0,0,0,1,0,0
1111651,143,8.0,1,16,50,118,18,49,106,284,27,0,0,0.81,0.86,0,0,0,0,1,0,0
1111652,24,8.0,0,3456,3456,3456,10,39,68,93,7,0,0,1.0,0.95,1,0,0,1,1,0,1
1111653,36,8.0,0,0,0,0,0,3,4,6,2,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1111654,163,8.0,0,129,298,380,56,118,202,310,0,0,0,0.99,0.98,0,0,0,0,1,0,0
1111655,-55,8.0,2,428,526,606,25,100,205,387,52,0,0,-99.0,-99.0,56,0,0,0,1,0,1
1111656,74,8.0,0,0,0,0,0,6,14,18,0,0,0,0.81,0.83,0,0,0,0,1,0,0
1111657,225,8.0,0,0,0,0,8,10,10,128,1,0,0,0.95,0.97,0,0,0,0,1,0,0
1111658,9,1112518.5,0,0,0,0,3,5,9,26,4,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111659,30,8.0,14,42,84,126,7,56,107,148,24,0,0,0.98,0.92,0,0,0,0,1,0,1
1111660,20,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111661,117,8.0,0,3200,5200,6800,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0
1111662,14,8.0,0,0,0,0,3,5,7,11,3,0,0,0.76,0.89,0,0,0,0,1,0,0
1111663,39,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,0,0,0,1,0,0
1111664,3,8.0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.84,0,0,0,0,1,0,0
1111665,21,2.0,0,50,90,130,26,62,112,152,20,0,0,0.97,0.99,0,0,0,0,1,0,0
1111666,2812,4.0,0,0,0,0,19,37,123,163,24,0,0,0.99,0.99,0,0,0,0,1,0,0
1111667,46,8.0,0,0,0,0,0,1,1,1,1,0,0,0.94,0.84,0,0,0,0,1,0,0
1111668,0,1112518.5,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111669,5,8.0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.84,0,0,0,0,1,0,0
1111670,-499,12.0,350,3452,5044,7188,747,2550,3572,4745,401,0,0,0.49,0.72,525,0,0,0,1,0,1
1111671,103,9.0,0,0,0,0,0,0,19,19,0,0,0,0.85,0.83,0,1,0,0,1,0,0
1111672,562,4.0,0,0,0,0,62,135,276,438,66,0,0,0.08,0.19,0,0,0,0,1,0,0
1111673,3,40.0,0,0,6,24,2,18,24,27,2,0,0,0.98,0.98,0,1,0,0,1,0,0
1111674,1900,8.0,0,0,0,0,0,1,6,15,0,0,0,1.0,0.97,0,0,0,0,1,0,0
1111675,64,2.0,0,0,0,0,15,18,25,59,0,0,0,0.66,0.39,0,0,0,0,1,0,0
1111676,107,2.0,0,0,0,0,1,2,3,55,1,0,0,0.93,0.95,0,0,0,1,1,0,0
1111677,75,2.0,0,0,0,0,0,0,30,30,0,0,0,0.99,0.99,0,1,0,0,1,0,0
1111678,2858,2.0,0,0,0,0,7,17,32,44,0,0,0,1.0,0.99,0,0,0,0,1,0,0
1111679,38,8.0,0,0,0,0,1,2,2,2,1,0,0,0.4,0.4,0,0,0,1,1,0,0
1111680,1203,2.0,0,0,0,0,10,33,50,99,19,0,0,0.93,0.95,0,0,0,0,1,0,0
1111681,126,9.0,0,0,0,0,4,12,21,32,6,0,0,0.91,0.74,0,0,0,1,1,0,0
1111682,43,9.0,0,0,0,0,0,1,3,3,0,0,0,0.91,0.74,0,0,0,0,1,0,0
1111683,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
1111684,4,4.0,0,2,2,2,0,1,1,1,0,0,0,0.77,0.8,0,1,0,0,1,0,0
1111685,24,2.0,0,0,0,0,0,2,3,7,1,0,0,0.81,0.43,0,1,0,0,1,0,0
1111686,10,2.0,4,48,84,144,14,50,115,158,26,0,0,0.85,0.83,0,0,0,0,1,0,0
1111687,10,9.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.74,0,1,0,0,1,0,0
1111688,261,12.0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.86,0,0,0,0,1,0,0
1111689,3,8.0,0,0,0,0,1,1,1,2,0,0,0,0.8,0.81,0,0,0,0,1,0,0
1111690,8,9.0,0,0,0,1,0,3,8,10,0,0,0,0.91,0.74,0,0,0,0,1,0,0
1111691,17,8.0,0,30,30,30,0,0,0,0,0,0,0,1.0,0.99,0,0,0,0,1,0,0
1111692,20,4.0,6,0,0,0,0,0,0,0,0,0,0,0.22,0.11,0,1,0,0,1,0,0
1111693,490,12.0,0,0,0,0,0,5,10,10,0,0,0,0.96,0.86,0,0,0,0,1,0,0
1111694,132,2.0,68,102,228,364,19,81,174,251,41,0,0,0.89,0.92,0,0,0,0,1,0,0
1111695,39,2.0,0,0,0,12,4,11,15,55,3,0,0,0.98,0.99,0,1,0,0,1,0,0
1111696,26,10.0,0,0,0,0,0,3,5,5,0,0,0,0.85,0.88,0,1,0,0,1,0,0
1111697,10,12.0,0,7,9,14,2,6,10,14,0,0,0,0.82,0.79,0,0,0,0,1,0,0
1111698,5000,2.0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.8,0,0,0,0,1,0,0
1111699,4095,52.0,0,0,0,0,29,105,137,193,0,0,0,0.96,0.86,0,1,0,0,0,0,0
1111700,12,2.0,0,18,18,18,0,0,0,0,0,0,0,0.75,0.9,0,1,0,0,1,0,0
1111701,11,9.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.74,0,1,0,0,1,0,0
1111702,83,52.0,0,0,0,0,0,7,13,16,1,0,0,0.98,0.93,0,1,0,0,1,0,0
1111703,4935,12.0,0,0,0,0,1,11,11,12,0,0,0,0.96,0.86,0,0,0,0,1,0,0
1111704,31,2.0,0,0,0,0,5,15,20,26,0,0,0,0.63,0.69,0,1,0,0,1,0,0
1111705,369,8.0,12,0,0,0,43,133,256,397,44,0,0,0.95,0.99,0,1,0,0,1,0,0
1111706,223,12.0,0,0,0,0,3,11,26,37,1,0,0,0.76,0.63,0,0,0,0,1,0,0
1111707,166,1112518.5,0,0,0,0,0,0,0,0,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
1111708,66,52.0,0,0,0,0,2,8,12,16,0,0,0,0.99,0.9,0,1,0,0,1,0,0
1111709,55,8.0,0,39,81,123,11,39,80,144,31,0,0,0.99,0.99,0,0,0,0,1,0,0
1111710,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0
1111711,9,8.0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.98,0,1,0,0,1,0,0
1111712,3,8.0,0,0,1,2,0,0,4,5,0,0,0,0.88,0.94,0,0,0,0,1,0,0
1111713,79,8.0,0,60,120,180,18,60,131,194,28,0,0,1.0,0.98,0,0,0,1,1,0,0
1111714,72,12.0,37,0,0,0,12,32,59,77,2,0,0,0.98,0.95,0,0,0,0,1,0,0
1111715,3,12.0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,1,0,0,1,0,0
1111716,280,8.0,66,496,816,1072,145,396,865,1462,173,0,0,0.99,0.99,0,0,0,1,1,0,0
1111717,83,8.0,0,0,0,0,11,28,44,71,20,0,0,1.0,0.99,0,0,0,0,1,0,0
1111718,12,16.0,0,0,0,0,0,0,1,4,2,0,0,0.44,0.46,0,0,0,0,1,0,0
1111719,134,8.0,11,30,120,180,26,69,154,259,57,0,0,1.0,0.99,0,0,0,0,1,0,0
1111720,9,8.0,0,0,4,8,2,3,13,17,2,0,0,0.91,0.91,0,0,0,0,1,0,0
1111721,38,8.0,15,65,109,153,16,55,94,143,27,0,0,0.97,0.96,0,0,0,0,1,0,0
1111722,34,8.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.99,0,0,0,0,1,0,0
1111723,24,8.0,0,0,0,0,3,8,19,40,0,0,0,0.97,0.94,0,0,0,0,1,0,0
